gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
female,0,yes,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,55.3,no,yes,yes
male,0,no,no,11,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,no,yes,no
male,1,no,no,52,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.95,no,yes,no
female,1,yes,no,60,fiber optic,no,yes,no,no,month-to-month,no,electronic check,89.45,no,yes,no
male,0,no,no,64,fiber optic,no,no,yes,yes,one year,yes,credit card (automatic),104.65,no,yes,yes
female,0,yes,yes,43,dsl,yes,no,yes,no,two year,no,bank transfer (automatic),75.2,no,yes,yes
female,0,yes,no,61,fiber optic,no,no,no,yes,one year,no,bank transfer (automatic),101.15,no,yes,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,no,mailed check,44.4,yes,yes,no
male,1,no,no,5,fiber optic,no,no,no,no,month-to-month,yes,electronic check,89.5,yes,yes,yes
male,0,no,no,66,dsl,yes,yes,yes,yes,two year,no,bank transfer (automatic),68.75,no,yes,no
male,0,yes,no,67,fiber optic,yes,yes,yes,yes,two year,yes,electronic check,111.05,no,yes,yes
female,0,yes,no,42,fiber optic,no,no,yes,yes,two year,yes,credit card (automatic),99.0,no,yes,yes
male,1,yes,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,86.05,yes,yes,yes
female,0,yes,yes,31,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,21.0,no,yes,no
male,0,no,no,7,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.4,no,yes,no
male,0,no,no,4,dsl,no,no,no,no,month-to-month,yes,electronic check,44.55,yes,no,yes
male,0,yes,yes,34,dsl,no,no,yes,no,one year,no,bank transfer (automatic),77.2,no,yes,yes
male,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.45,no,yes,no
female,0,yes,yes,19,dsl,no,no,no,no,month-to-month,yes,mailed check,24.85,no,no,no
male,0,yes,yes,31,dsl,yes,no,no,yes,month-to-month,no,bank transfer (automatic),35.4,yes,no,no
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,mailed check,95.65,yes,yes,yes
male,0,no,no,3,dsl,yes,no,yes,yes,month-to-month,no,mailed check,41.35,no,no,no
male,0,yes,no,46,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.6,no,yes,no
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.95,yes,yes,no
female,0,yes,yes,69,fiber optic,yes,no,yes,no,one year,no,bank transfer (automatic),84.45,no,yes,no
male,0,no,no,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.65,no,yes,no
male,0,no,no,26,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.65,no,yes,no
female,1,no,no,10,dsl,no,no,no,no,month-to-month,yes,electronic check,34.7,yes,no,no
male,0,no,no,25,fiber optic,no,no,yes,yes,two year,no,bank transfer (automatic),99.3,no,yes,yes
male,0,yes,yes,64,fiber optic,yes,yes,no,no,month-to-month,no,electronic check,81.05,no,yes,no
male,0,yes,yes,30,dsl,yes,yes,yes,yes,month-to-month,no,electronic check,67.6,no,yes,no
male,0,no,no,13,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.15,no,yes,no
female,0,yes,no,64,fiber optic,yes,yes,yes,yes,one year,yes,electronic check,115.0,no,yes,yes
female,0,no,yes,46,fiber optic,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),84.8,no,yes,no
female,0,no,no,12,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.7,no,yes,no
female,0,no,no,15,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.75,yes,yes,no
male,0,yes,yes,17,fiber optic,no,no,no,no,month-to-month,yes,electronic check,92.55,yes,yes,yes
female,0,yes,yes,13,dsl,yes,no,yes,no,month-to-month,yes,mailed check,63.15,no,yes,no
female,0,yes,yes,67,dsl,yes,yes,no,yes,two year,no,credit card (automatic),74.0,no,yes,yes
male,0,yes,no,24,dsl,no,no,yes,no,month-to-month,no,electronic check,29.1,no,no,no
male,0,no,no,6,dsl,no,no,no,yes,month-to-month,no,mailed check,50.05,no,yes,no
male,1,yes,no,53,dsl,yes,no,no,yes,one year,yes,electronic check,60.05,yes,yes,no
male,1,yes,no,16,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),74.3,yes,yes,no
male,0,no,no,10,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.0,no,yes,no
female,0,no,no,13,fiber optic,no,yes,no,no,one year,yes,mailed check,74.65,no,yes,no
male,0,no,no,9,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.35,yes,yes,yes
female,0,no,no,25,dsl,yes,yes,yes,yes,one year,no,mailed check,74.3,yes,yes,yes
male,1,no,no,7,dsl,no,yes,no,yes,month-to-month,yes,electronic check,44.4,no,no,no
male,0,yes,yes,38,dsl,yes,no,yes,yes,two year,yes,bank transfer (automatic),85.4,no,yes,yes
female,0,yes,no,43,fiber optic,yes,yes,no,no,month-to-month,yes,electronic check,94.1,no,yes,no
female,0,no,yes,4,fiber optic,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,yes,yes,yes
female,0,no,no,25,fiber optic,no,yes,yes,yes,two year,no,electronic check,108.9,no,yes,yes
male,0,no,yes,27,dsl,yes,yes,no,no,one year,no,mailed check,56.2,no,yes,no
male,0,yes,yes,72,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,26.1,no,yes,no
male,0,no,yes,71,fiber optic,yes,yes,no,no,one year,yes,credit card (automatic),85.45,no,yes,no
female,0,no,no,24,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),88.95,no,yes,yes
female,0,no,no,50,fiber optic,yes,yes,no,yes,two year,yes,electronic check,109.65,yes,yes,yes
male,0,no,no,57,dsl,yes,no,yes,no,two year,yes,bank transfer (automatic),74.35,no,yes,yes
female,0,no,no,15,dsl,no,yes,no,no,month-to-month,no,electronic check,48.85,no,yes,no
male,0,no,no,4,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,80.1,no,yes,no
female,0,no,no,28,dsl,yes,yes,no,no,month-to-month,no,electronic check,56.05,no,yes,no
female,1,no,no,9,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.55,yes,yes,no
female,0,yes,no,55,fiber optic,yes,no,no,no,month-to-month,yes,bank transfer (automatic),89.8,no,yes,yes
male,0,no,no,3,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,100.95,yes,yes,yes
male,0,no,no,10,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,94.9,yes,yes,yes
male,0,no,yes,55,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.1,no,yes,no
female,0,yes,yes,20,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,no,yes,no
female,0,yes,yes,62,fiber optic,no,yes,no,yes,one year,yes,credit card (automatic),106.05,no,yes,yes
male,1,yes,no,32,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,104.9,yes,yes,yes
female,0,no,no,43,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.65,no,yes,no
male,0,yes,no,9,dsl,no,no,no,no,one year,no,bank transfer (automatic),24.1,yes,no,no
female,0,yes,no,60,dsl,yes,yes,no,yes,two year,no,bank transfer (automatic),59.85,no,yes,no
male,0,yes,no,58,dsl,yes,yes,yes,no,two year,yes,electronic check,86.1,no,yes,yes
male,0,no,yes,7,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.45,no,yes,no
male,0,yes,yes,2,fiber optic,yes,no,no,no,month-to-month,no,electronic check,97.1,no,yes,yes
male,1,no,no,37,dsl,no,yes,yes,no,month-to-month,no,electronic check,36.65,no,no,no
female,1,yes,yes,65,fiber optic,no,no,yes,yes,one year,yes,bank transfer (automatic),103.9,no,yes,yes
female,0,yes,yes,39,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,no,yes,no
male,0,yes,no,66,fiber optic,no,yes,no,yes,one year,yes,electronic check,104.05,yes,yes,yes
male,0,no,no,68,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.55,no,yes,no
female,0,yes,yes,62,dsl,yes,yes,no,yes,two year,no,bank transfer (automatic),48.7,no,no,yes
male,0,no,no,3,fiber optic,no,no,yes,yes,month-to-month,yes,mailed check,88.35,yes,yes,yes
female,0,yes,no,72,fiber optic,yes,yes,yes,no,two year,yes,electronic check,109.55,no,yes,yes
female,0,yes,no,41,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.65,no,yes,no
male,0,yes,yes,29,fiber optic,yes,no,no,no,month-to-month,no,credit card (automatic),94.65,yes,yes,yes
female,0,no,no,4,dsl,yes,yes,no,no,month-to-month,no,electronic check,55.2,no,yes,no
male,0,no,no,53,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.05,no,yes,no
male,1,yes,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.4,yes,yes,no
female,0,yes,yes,41,dsl,yes,yes,yes,yes,month-to-month,no,credit card (automatic),79.9,yes,yes,no
male,0,yes,no,39,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.45,no,yes,no
male,0,yes,no,63,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.25,no,yes,no
male,0,no,no,15,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,26.35,no,yes,no
female,0,yes,no,13,dsl,no,no,no,no,one year,no,electronic check,43.8,no,yes,no
male,0,no,no,1,dsl,no,yes,no,no,month-to-month,yes,mailed check,50.15,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,no,yes,no
male,1,no,no,8,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.7,yes,yes,no
male,0,no,no,60,dsl,yes,yes,yes,no,two year,no,electronic check,61.4,no,yes,no
female,1,yes,no,12,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,98.1,yes,yes,yes
male,0,yes,no,40,dsl,no,yes,no,yes,one year,no,credit card (automatic),70.75,no,yes,yes
female,0,no,no,66,dsl,yes,yes,yes,no,two year,yes,bank transfer (automatic),61.15,no,yes,no
male,0,yes,yes,42,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,no,yes,no
female,1,no,no,66,dsl,yes,yes,no,yes,one year,yes,credit card (automatic),63.85,no,yes,no
male,0,no,no,49,fiber optic,no,yes,no,no,month-to-month,no,electronic check,98.7,no,yes,yes
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.5,yes,yes,no
female,0,no,no,41,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,no,yes,no
female,0,yes,yes,41,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.3,no,yes,no
female,0,yes,yes,23,fiber optic,yes,yes,no,yes,month-to-month,no,mailed check,84.4,no,yes,no
male,0,no,no,3,dsl,no,no,no,no,month-to-month,no,electronic check,25.1,no,no,no
female,0,no,no,4,dsl,yes,no,yes,yes,month-to-month,no,mailed check,48.25,no,no,no
female,0,yes,yes,52,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,no,yes,no
female,1,yes,no,4,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,99.6,yes,yes,yes
female,0,no,no,11,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,94.2,no,yes,no
female,0,yes,no,2,dsl,yes,no,no,no,month-to-month,yes,mailed check,62.15,no,yes,no
female,0,yes,no,26,fiber optic,no,yes,no,no,month-to-month,no,bank transfer (automatic),79.3,no,yes,no
male,0,yes,yes,24,dsl,yes,no,yes,no,one year,yes,credit card (automatic),56.25,no,yes,no
female,0,no,no,12,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.3,no,yes,no
male,1,yes,no,60,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,99.0,no,yes,yes
female,0,yes,yes,64,dsl,yes,yes,yes,yes,two year,yes,mailed check,90.6,no,yes,yes
male,0,yes,no,66,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.9,no,yes,yes
female,0,no,no,60,fiber optic,no,no,yes,no,one year,yes,bank transfer (automatic),79.2,no,yes,no
male,0,yes,yes,17,dsl,yes,no,yes,no,one year,yes,bank transfer (automatic),70.35,no,yes,yes
male,0,yes,yes,42,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,no,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,50.15,no,yes,no
female,0,yes,yes,47,dsl,no,yes,no,yes,two year,no,bank transfer (automatic),63.8,no,yes,no
female,0,yes,no,10,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.55,no,yes,no
male,1,yes,no,70,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),88.55,no,yes,yes
male,1,no,no,67,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),101.4,no,yes,yes
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,81.95,yes,yes,no
male,0,yes,no,7,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.35,yes,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,no,mailed check,44.6,no,yes,no
male,0,no,no,4,dsl,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),63.75,no,yes,yes
female,0,yes,yes,66,fiber optic,yes,yes,yes,no,two year,no,bank transfer (automatic),109.25,no,yes,yes
female,0,no,no,12,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,84.6,no,yes,no
female,0,no,no,24,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.45,no,yes,no
male,0,no,no,26,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,85.75,no,yes,yes
female,0,no,no,6,fiber optic,no,no,no,no,month-to-month,yes,electronic check,91.1,yes,yes,yes
male,0,yes,no,57,fiber optic,no,no,yes,yes,two year,no,electronic check,107.95,no,yes,yes
male,0,yes,no,14,fiber optic,no,no,no,no,month-to-month,yes,electronic check,86.1,yes,yes,yes
female,0,yes,yes,42,no,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,22.95,no,yes,no
male,0,no,no,25,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),94.7,yes,yes,yes
female,0,yes,no,64,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.45,no,yes,no
male,0,yes,no,22,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.1,yes,yes,no
male,0,no,no,19,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),19.7,no,yes,no
female,0,yes,yes,61,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,99.15,yes,yes,yes
male,0,yes,no,22,fiber optic,no,no,yes,no,month-to-month,yes,bank transfer (automatic),87.0,no,yes,yes
male,1,yes,no,70,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,102.95,yes,yes,yes
male,0,no,no,12,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.95,no,yes,no
female,0,yes,no,31,dsl,yes,no,no,yes,one year,yes,electronic check,64.0,no,yes,no
female,0,no,no,11,dsl,no,no,no,no,month-to-month,yes,electronic check,64.9,no,yes,yes
male,0,yes,yes,68,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,no,yes,no
female,1,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.15,no,yes,yes
male,1,no,no,67,fiber optic,yes,yes,yes,yes,two year,yes,credit card (automatic),116.1,no,yes,yes
female,0,no,no,60,fiber optic,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.95,no,yes,yes
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,45.05,yes,yes,no
female,1,no,yes,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,71.0,yes,yes,no
male,0,yes,yes,58,dsl,yes,yes,yes,no,one year,no,mailed check,50.0,no,no,yes
female,1,yes,yes,47,fiber optic,no,no,no,no,month-to-month,no,bank transfer (automatic),70.55,yes,yes,no
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,79.7,yes,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.45,no,yes,no
male,0,no,no,22,dsl,yes,yes,no,no,month-to-month,no,electronic check,59.0,yes,yes,no
female,0,no,no,48,dsl,yes,no,yes,yes,one year,yes,credit card (automatic),60.35,yes,yes,no
female,0,yes,no,37,no,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,no,yes,no
male,0,no,no,13,no,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,19.95,no,yes,no
male,0,no,no,43,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),26.45,no,yes,no
female,0,no,no,6,dsl,yes,yes,yes,yes,two year,yes,mailed check,63.4,no,no,yes
male,0,no,no,71,dsl,yes,yes,yes,yes,two year,no,bank transfer (automatic),53.95,no,no,yes
female,1,yes,yes,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.25,yes,yes,no
female,0,yes,yes,72,fiber optic,yes,yes,no,no,two year,yes,electronic check,95.1,no,yes,yes
female,1,no,no,6,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,74.1,no,yes,no
male,0,yes,yes,12,dsl,no,yes,no,yes,month-to-month,no,mailed check,35.5,no,no,no
male,0,no,no,25,fiber optic,no,no,no,no,month-to-month,no,mailed check,70.95,yes,yes,no
female,0,yes,no,21,fiber optic,no,no,yes,yes,one year,no,electronic check,79.2,no,yes,no
female,0,yes,yes,6,dsl,no,no,no,yes,month-to-month,yes,mailed check,48.8,no,yes,no
male,0,yes,no,20,fiber optic,no,no,no,no,month-to-month,yes,mailed check,89.0,yes,yes,yes
male,0,yes,no,18,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,99.4,yes,yes,yes
female,0,no,no,43,dsl,no,yes,no,yes,one year,no,electronic check,55.45,no,yes,no
female,0,yes,yes,35,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.4,no,yes,no
female,0,no,no,1,fiber optic,no,no,yes,no,month-to-month,no,bank transfer (automatic),73.5,yes,yes,no
male,1,yes,no,32,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,93.5,no,yes,no
male,0,no,no,52,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),63.9,no,no,yes
male,0,no,no,32,dsl,no,no,no,no,one year,yes,bank transfer (automatic),64.85,no,yes,yes
female,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),63.8,no,no,yes
male,0,no,no,51,dsl,yes,no,no,yes,month-to-month,yes,credit card (automatic),44.45,no,no,no
male,0,yes,yes,68,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.95,no,yes,no
male,1,yes,no,8,dsl,no,yes,yes,no,month-to-month,yes,mailed check,43.35,no,no,no
male,0,yes,no,49,dsl,no,yes,no,no,two year,no,credit card (automatic),49.65,no,no,yes
female,0,yes,no,72,dsl,yes,yes,yes,yes,two year,no,mailed check,85.1,no,yes,yes
male,0,no,no,9,fiber optic,no,no,no,no,month-to-month,yes,electronic check,95.5,yes,yes,yes
female,0,yes,no,28,fiber optic,yes,no,no,no,month-to-month,yes,mailed check,92.35,yes,yes,yes
male,0,no,no,54,fiber optic,yes,no,yes,no,month-to-month,no,mailed check,89.8,no,yes,yes
male,0,no,no,11,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.55,yes,yes,no
female,0,yes,yes,50,fiber optic,no,no,yes,yes,one year,no,mailed check,103.05,no,yes,yes
female,0,yes,no,69,fiber optic,yes,yes,yes,yes,two year,yes,electronic check,116.0,no,yes,yes
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.9,no,yes,no
male,0,yes,yes,68,fiber optic,yes,yes,no,yes,two year,no,bank transfer (automatic),95.1,no,yes,no
male,0,no,yes,40,dsl,yes,yes,no,yes,one year,no,mailed check,40.25,no,no,no
male,0,yes,yes,31,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,no,yes,no
female,1,no,yes,33,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),105.35,no,yes,yes
male,1,yes,no,55,fiber optic,no,yes,yes,yes,two year,yes,electronic check,113.6,no,yes,yes
male,0,yes,yes,68,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,no,yes,no
female,0,yes,yes,12,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.4,no,yes,no
male,0,yes,no,71,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),86.1,no,yes,yes
male,0,no,no,40,fiber optic,no,yes,yes,no,month-to-month,yes,mailed check,102.65,no,yes,yes
female,0,yes,yes,64,fiber optic,no,yes,yes,no,one year,yes,electronic check,92.85,no,yes,no
male,0,yes,no,53,fiber optic,no,yes,no,yes,one year,no,bank transfer (automatic),97.75,no,yes,no
male,1,no,no,12,fiber optic,no,yes,yes,yes,month-to-month,yes,mailed check,83.8,yes,yes,no
male,1,no,no,53,dsl,no,yes,yes,no,month-to-month,yes,electronic check,54.45,yes,no,yes
male,0,yes,no,72,fiber optic,yes,yes,yes,no,two year,yes,credit card (automatic),97.95,no,yes,yes
male,0,no,no,46,no,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.95,no,yes,no
male,0,no,no,40,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.6,no,yes,no
male,0,no,no,12,dsl,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),50.95,no,no,yes
male,0,no,no,9,fiber optic,yes,no,no,no,month-to-month,no,electronic check,75.6,no,yes,no
female,0,yes,yes,51,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,80.75,no,yes,no
male,0,yes,yes,49,fiber optic,no,yes,yes,no,month-to-month,yes,credit card (automatic),90.4,no,yes,yes
male,1,yes,no,41,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,99.8,yes,yes,yes
female,0,no,no,56,dsl,yes,no,yes,yes,one year,yes,credit card (automatic),60.25,no,yes,no
male,0,no,no,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.2,no,yes,no
male,0,yes,no,20,dsl,yes,no,no,yes,one year,yes,mailed check,64.15,no,yes,no
female,0,yes,yes,26,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.25,no,yes,no
female,0,yes,yes,20,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),105.85,yes,yes,yes
female,0,no,no,7,fiber optic,no,no,no,no,month-to-month,no,mailed check,75.45,yes,yes,no
male,0,no,no,7,fiber optic,no,no,no,no,month-to-month,yes,electronic check,93.85,yes,yes,yes
male,0,no,no,51,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,99.0,no,yes,yes
female,0,no,no,4,fiber optic,no,yes,no,no,month-to-month,yes,mailed check,80.3,no,yes,no
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.55,no,yes,no
male,0,yes,yes,27,fiber optic,yes,yes,no,yes,month-to-month,no,electronic check,100.75,no,yes,yes
male,0,no,no,22,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,100.75,yes,yes,yes
male,0,no,no,12,dsl,no,yes,no,yes,month-to-month,yes,mailed check,53.75,no,yes,no
female,0,yes,yes,3,dsl,no,no,no,yes,month-to-month,yes,mailed check,31.0,yes,no,no
female,0,yes,yes,34,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),25.6,no,yes,no
male,0,yes,no,24,dsl,yes,no,no,yes,one year,yes,electronic check,58.35,no,yes,no
male,0,no,no,51,fiber optic,no,no,yes,no,month-to-month,no,credit card (automatic),80.0,yes,yes,no
female,1,no,no,14,dsl,no,no,no,no,month-to-month,yes,electronic check,46.35,no,no,yes
male,0,yes,no,59,fiber optic,yes,yes,yes,yes,two year,no,electronic check,113.75,no,yes,yes
male,0,no,no,3,fiber optic,no,yes,yes,no,month-to-month,no,electronic check,90.4,no,yes,no
female,0,yes,yes,65,fiber optic,yes,no,yes,yes,two year,no,electronic check,109.3,no,yes,yes
male,1,no,no,5,fiber optic,no,no,no,no,month-to-month,yes,mailed check,70.25,yes,yes,no
female,0,yes,yes,59,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),90.3,no,yes,yes
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),65.25,no,no,yes
female,0,yes,yes,62,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,100.15,yes,yes,yes
male,0,no,no,28,fiber optic,yes,yes,no,no,month-to-month,yes,credit card (automatic),94.5,yes,yes,no
male,0,no,no,3,dsl,no,no,no,yes,month-to-month,no,mailed check,60.65,no,yes,no
male,0,no,yes,19,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),24.1,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.5,no,yes,no
male,0,no,no,24,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,85.95,no,yes,no
male,1,no,no,57,dsl,no,no,yes,yes,one year,yes,electronic check,53.5,no,yes,no
female,0,no,no,72,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.45,no,yes,no
male,0,no,no,67,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.5,no,yes,no
male,0,yes,yes,52,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.85,no,yes,no
male,0,yes,yes,71,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),89.9,no,yes,yes
female,0,yes,no,26,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,26.0,no,yes,no
female,0,no,no,35,fiber optic,yes,yes,yes,yes,two year,yes,mailed check,113.2,no,yes,yes
female,0,yes,yes,55,fiber optic,no,no,no,no,two year,yes,credit card (automatic),69.05,no,yes,no
female,0,yes,yes,33,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,no,yes,no
male,0,yes,no,72,fiber optic,yes,yes,yes,no,two year,yes,electronic check,109.65,no,yes,yes
male,0,no,yes,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.2,no,yes,no
male,0,no,no,10,dsl,no,no,no,no,month-to-month,yes,mailed check,33.9,yes,no,no
female,1,yes,no,37,fiber optic,no,no,yes,yes,month-to-month,no,electronic check,90.0,no,yes,yes
male,0,no,no,12,dsl,no,yes,no,yes,month-to-month,no,mailed check,34.0,no,no,no
male,0,yes,yes,1,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.4,no,yes,no
male,0,yes,no,62,dsl,yes,yes,no,yes,two year,yes,credit card (automatic),38.6,no,no,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),25.25,no,no,no
female,0,no,no,18,dsl,yes,no,yes,no,month-to-month,yes,mailed check,60.6,no,yes,no
